"filter"	"asv_num"	"reads"	"Sample_id_ed"	"date.x"	"sampling_hour"	"date_hour"	"day_moment.x"	"season.x"	"day.y"	"mean_total_bac"	"NOxT_mean"	"Nitrats_mean"	"Nitrits_mean"	"Amonio_mean"	"silicato_mean"	"Fosfato_mean"	"Temp"	"Sal"	"chla_mean"	"Turb"	"Density"	"pseudoabundance"
"54"	0.2	"asv2"	674	"HFS-210917M"	"17/9/21"	"10:00:00"	"17/9/21 10:00:00"	"morning"	"Summer"	"17M"	1083846.958	2.8775	2.7655	0.112	1.4025	2.042	0.134	23.2	36.94	0.337166667	3.4	25.31	186212.808996176
"55"	0.2	"asv2"	2693	"HFS-210917T"	"17/9/21"	"16:00:00"	"17/9/21 16:00:00"	"afternoon"	"Summer"	"17T"	975221.7292	1.2655	1.227	0.0385	1.008	1.0355	0.0315	22.8	37.55	0.289333333	6.17	25.51	227935.438008644
"56"	0.2	"asv2"	3058	"HFS-210918M"	"18/9/21"	"10:00:00"	"18/9/21 10:00:00"	"morning"	"Summer"	"18M"	1054287.667	1.618	1.5765	0.0415	0.6985	1.218	0.025	23.4	37.77	0.284666667	0.52	26.06	238480.041843775
"57"	0.2	"asv2"	2724	"HFS-210918T"	"18/9/21"	"16:00:00"	"18/9/21 16:00:00"	"afternoon"	"Summer"	"18T"	642653.55	0.3025	0.2815	0.021	0.2945	0.534	0.0355	22.4	37.75	0.127166667	6.28	25.5	146639.995828447
"58"	0.2	"asv2"	2112	"HFS-210919M"	"19/9/21"	"10:00:00"	"19/9/21 10:00:00"	"morning"	"Summer"	"19M"	736639.75	0.169	0.154	0.015	0.11	0.4665	0.0085	24.6	37.81	0.119583333	0.11	25.57	122676.482573727
"59"	0.2	"asv2"	2848	"HFS-210919T"	"19/9/21"	"16:00:00"	"19/9/21 16:00:00"	"afternoon"	"Summer"	"19T"	700343.05	1.955	1.9205	0.0345	1.0305	0.439	0.0155	23.6	37.81	0.145833333	10.61	25.59	161412.722052278
"60"	0.2	"asv2"	2552	"HFS-210920M"	"20/9/21"	"10:00:00"	"20/9/21 10:00:00"	"morning"	"Summer"	"20M"	906903.25	1.0255	0.99	0.0355	0.5985	0.7895	0.072	23.6	37.82	0.300416667	0.45	25.9	193480.780304297
"61"	0.2	"asv2"	2478	"HFS-210920T"	"20/9/21"	"16:15:00"	"20/9/21 16:15:00"	"afternoon"	"Summer"	"20T"	834272.45	3.1215	3.0945	0.027	0.187	0.659	0.0855	23.9	37.81	0.156916667	0.14	25.82	154048.221393443
"62"	0.2	"asv2"	2904	"HFS-210921M"	"21/9/21"	"10:00:00"	"21/9/21 10:00:00"	"morning"	"Summer"	"21M"	805371.6	0.4775	0.4545	0.023	0.335	0.503	0.023	23.9	37.78	0.132416667	3.2	25.79	197951.682302158
"63"	0.2	"asv2"	3315	"HFS-210921T"	"21/9/21"	"16:10:00"	"21/9/21 16:10:00"	"afternoon"	"Summer"	"21T"	734694.95	0.5715	0.5475	0.024	0.8725	0.4905	0.0435	24.1	37.79	0.128916667	0.11	25.71	183784.618114247
"64"	0.2	"asv2"	850	"HFW-210208M"	"8/2/21"	"10:00:00"	"8/2/21 10:00:00"	"morning"	"Winter"	"8M"	290677.8346	1.0525	0.89	0.1625	0.4645	0.5565	0.043	13.1902	38.136	1.213916667	0.194	28.7898	83302.8184120027
"65"	0.2	"asv3"	139	"HFW-210208T"	"8/2/21"	"17:00:00"	"8/2/21 17:00:00"	"afternoon"	"Winter"	"8T"	324709.5571	1.6515	1.4625	0.189	0.3195	1.3905	0.0865	13.167	38.04	1.243083333	0.596666667	28.722	17266.4990194721
"66"	0.2	"asv3"	38	"HFW-210209M"	"9/2/21"	"10:00:00"	"9/2/21 10:00:00"	"morning"	"Winter"	"9M"	377220.0361	1.271	1.074	0.197	0.534	0.6005	0.0475	NA	NA	1.925583333	NA	NA	8191.06364102857
"67"	0.2	"asv3"	83	"HFW-210209T"	"9/2/21"	"17:00:00"	"9/2/21 17:00:00"	"afternoon"	"Winter"	"9T"	346545.8028	1.802	1.621	0.181	0.2505	1.59	0.077	13.17866667	37.90333333	1.353916667	0.686666667	28.6126667	21790.3800245455
"68"	0.2	"asv3"	86	"HFW-210210M"	"10/2/21"	"10:00:00"	"10/2/21 10:00:00"	"morning"	"Winter"	"10M"	559497.2472	1.491	1.316	0.175	0.258	0.999	0.0795	12.921	38.08333333	1.943083333	2.283333333	28.804	19480.4709551417
"69"	0.2	"asv3"	86	"HFW-210210T"	"10/2/21"	"17:00:00"	"10/2/21 17:00:00"	"afternoon"	"Winter"	"10T"	356301.8885	1.0215	0.8645	0.157	0.2545	0.574	0.046	13.321	38.1575	1.353916667	0.605	28.78	9626.7553914546
"70"	0.2	"asv3"	179	"HFW-210211M"	"11/2/21"	"10:00:00"	"11/2/21 10:00:00"	"morning"	"Winter"	"11M"	252568.6331	1.4175	1.258	0.1595	0.0585	0.7335	0.044	13.2445	38.17	0.952583333	0.145	28.8055	12020.6820858548
"71"	0.2	"asv3"	48	"HFW-210211T"	"11/2/21"	"17:00:00"	"11/2/21 17:00:00"	"afternoon"	"Winter"	"11T"	255285.2277	1.3705	1.198	0.1725	0.0285	0.7475	0.0425	13.46675	38.1775	0.810833333	0.1825	28.76275	6926.90273013002
"72"	0.2	"asv3"	108	"HFW-210212M"	"12/2/21"	"10:00:00"	"12/2/21 10:00:00"	"morning"	"Winter"	"12M"	292135.5556	1.2945	1.1105	0.184	0.1285	0.656	0.037	13.222	38.17	1.37725	0.316666667	28.8076667	10659.0000016216
"73"	0.2	"asv3"	103	"HFW-210212T"	"12/2/21"	"17:00:00"	"12/2/21 17:00:00"	"afternoon"	"Winter"	"12T"	294786.375	1.199	1.0395	0.1595	0.1615	0.6205	0.0475	13.2875	38.1725	1.48225	0.31	28.7975	7391.18710443038
"74"	0.2	"asv3"	131	"HFW-210213M"	"13/2/21"	"10:00:00"	"13/2/21 10:00:00"	"morning"	"Winter"	"13M"	323933.8667	0.9805	0.847	0.1335	0.339	0.4505	0.038	13.303	38.17	2.083083333	0.23	28.7972	15226.1702682813
"75"	0.2	"asv3"	73	"HFW-210213T"	"13/2/21"	"17:00:00"	"13/2/21 17:00:00"	"afternoon"	"Winter"	"13T"	368221.7	0.8465	0.7145	0.132	1.2405	0.393	0.0455	13.42133333	38.16666667	1.896416667	0.47	28.7646667	15877.2499113999
"76"	0.2	"asv3"	80	"HFW-210214M"	"14/2/21"	"10:00:00"	"14/2/21 10:00:00"	"morning"	"Winter"	"14M"	342550.0944	0.897	0.774	0.123	0.024	0.403	0.0385	13.345	38.175	1.72725	0.405	28.789	9903.86973328515
"77"	0.2	"asv3"	64	"HFW-210215M"	"15/2/21"	"10:00:00"	"15/2/21 10:00:00"	"morning"	"Winter"	"15M"	414886.8889	1.02	0.8415	0.1785	0.15	0.434	0.0515	13.175	38.18	1.738916667	0.7925	28.827	16564.417273612
"78"	0.2	"asv3"	104	"HFW-210215T"	"15/2/21"	"17:00:00"	"15/2/21 17:00:00"	"afternoon"	"Winter"	"15T"	430742.3167	0.9735	0.796	0.1775	0.119	0.5575	0.0555	13.205	38.17666667	1.960583333	0.926666667	28.8176667	18869.9245732098
"79"	0.2	"asv3"	71	"HFW-210216M"	"16/2/21"	"10:00:00"	"16/2/21 10:00:00"	"morning"	"Winter"	"16M"	515560.2278	1.382	1.163	0.219	0.136	0.8125	0.0645	13.10433333	38.15333333	1.791416667	1.123333333	28.8236667	14116.7667465484
"80"	0.2	"asv3"	9	"HFS-210914M"	"14/9/21"	"10:30:00"	"14/9/21 10:30:00"	"morning"	"Summer"	"14M"	761400.75	0.2	0.178	0.022	1.0585	0.605	1.055	23.6	37.92	0.168	0.21	26.01	883.409404408921
"81"	0.2	"asv3"	14	"HFS-210914T"	"14/9/21"	"16:30:00"	"14/9/21 16:30:00"	"afternoon"	"Summer"	"14T"	789785.5625	0.276	0.2535	0.0225	0.235	0.9095	0.0155	23.9	NA	0.191333333	NA	NA	1348.57883583364
"82"	0.2	"asv3"	6	"HFS-210915M"	"15/9/21"	"10:30:00"	"15/9/21 10:30:00"	"morning"	"Summer"	"15M"	878219.1458	1.719	1.6965	0.0225	0.2765	0.3835	0.0225	24.1	37.93	0.288166667	3.27	25.81	589.738654146614
"83"	0.2	"asv3"	9	"HFS-210915T"	"15/9/21"	"16:30:00"	"15/9/21 16:30:00"	"afternoon"	"Summer"	"15T"	793666.0417	1.613	1.589	0.024	0.229	0.7225	0.024	24.3	NA	0.194833333	NA	NA	814.666329299726
"84"	0.2	"asv3"	20	"HFS-210916M"	"16/9/21"	"10:10:00"	"16/9/21 10:10:00"	"morning"	"Summer"	"16M"	870354.8333	3.1575	3.121	0.0365	0.3495	0.8645	0.0325	23.1	37.6	0.189	0.87	25.87	2001.27577213152
"85"	0.2	"asv3"	8	"HFS-210916T"	"16/9/21"	"16:15:00"	"16/9/21 16:15:00"	"afternoon"	"Summer"	"16T"	825423.9583	0.9375	0.881	0.0565	0.777	0.814	0.0445	24.7	37.15	0.238	6.06	25.1	1176.86538342541
"86"	0.2	"asv3"	7	"HFS-210917M"	"17/9/21"	"10:00:00"	"17/9/21 10:00:00"	"morning"	"Summer"	"17M"	1083846.958	2.8775	2.7655	0.112	1.4025	2.042	0.134	23.2	36.94	0.337166667	3.4	25.31	1933.96092429263
"87"	0.2	"asv3"	23	"HFS-210917T"	"17/9/21"	"16:00:00"	"17/9/21 16:00:00"	"afternoon"	"Summer"	"17T"	975221.7292	1.2655	1.227	0.0385	1.008	1.0355	0.0315	22.8	37.55	0.289333333	6.17	25.51	1946.71929973963
"88"	0.2	"asv3"	8	"HFS-210918M"	"18/9/21"	"10:00:00"	"18/9/21 10:00:00"	"morning"	"Summer"	"18M"	1054287.667	1.618	1.5765	0.0415	0.6985	1.218	0.025	23.4	37.77	0.284666667	0.52	26.06	623.885001553369
"89"	0.2	"asv3"	1	"HFS-210918T"	"18/9/21"	"16:00:00"	"18/9/21 16:00:00"	"afternoon"	"Summer"	"18T"	642653.55	0.3025	0.2815	0.021	0.2945	0.534	0.0355	22.4	37.75	0.127166667	6.28	25.5	53.8325975875356
"90"	0.2	"asv3"	8	"HFS-210919M"	"19/9/21"	"10:00:00"	"19/9/21 10:00:00"	"morning"	"Summer"	"19M"	736639.75	0.169	0.154	0.015	0.11	0.4665	0.0085	24.6	37.81	0.119583333	0.11	25.57	464.683646112601
"91"	0.2	"asv3"	1	"HFS-210919T"	"19/9/21"	"16:00:00"	"19/9/21 16:00:00"	"afternoon"	"Summer"	"19T"	700343.05	1.955	1.9205	0.0345	1.0305	0.439	0.0155	23.6	37.81	0.145833333	10.61	25.59	56.6758153273448
"92"	0.2	"asv3"	10	"HFS-210920M"	"20/9/21"	"10:00:00"	"20/9/21 10:00:00"	"morning"	"Summer"	"20M"	906903.25	1.0255	0.99	0.0355	0.5985	0.7895	0.072	23.6	37.82	0.300416667	0.45	25.9	758.153527838154
"93"	0.2	"asv3"	5	"HFS-210920T"	"20/9/21"	"16:15:00"	"20/9/21 16:15:00"	"afternoon"	"Summer"	"20T"	834272.45	3.1215	3.0945	0.027	0.187	0.659	0.0855	23.9	37.81	0.156916667	0.14	25.82	310.831762295082
"94"	0.2	"asv3"	5	"HFS-210921M"	"21/9/21"	"10:00:00"	"21/9/21 10:00:00"	"morning"	"Summer"	"21M"	805371.6	0.4775	0.4545	0.023	0.335	0.503	0.023	23.9	37.78	0.132416667	3.2	25.79	340.825899280576
"95"	0.2	"asv3"	1	"HFS-210921T"	"21/9/21"	"16:10:00"	"21/9/21 16:10:00"	"afternoon"	"Summer"	"21T"	734694.95	0.5715	0.5475	0.024	0.8725	0.4905	0.0435	24.1	37.79	0.128916667	0.11	25.71	55.4403071234531
"96"	0.2	"asv3"	258	"HFW-210208M"	"8/2/21"	"10:00:00"	"8/2/21 10:00:00"	"morning"	"Winter"	"8M"	290677.8346	1.0525	0.89	0.1625	0.4645	0.5565	0.043	13.1902	38.136	1.213916667	0.194	28.7898	25284.8554709373
"97"	0.2	"asv4"	0	"HFW-210208T"	"8/2/21"	"17:00:00"	"8/2/21 17:00:00"	"afternoon"	"Winter"	"8T"	324709.5571	1.6515	1.4625	0.189	0.3195	1.3905	0.0865	13.167	38.04	1.243083333	0.596666667	28.722	0
"98"	0.2	"asv4"	1	"HFW-210209M"	"9/2/21"	"10:00:00"	"9/2/21 10:00:00"	"morning"	"Winter"	"9M"	377220.0361	1.271	1.074	0.197	0.534	0.6005	0.0475	NA	NA	1.925583333	NA	NA	215.554306342857
"99"	0.2	"asv4"	0	"HFW-210209T"	"9/2/21"	"17:00:00"	"9/2/21 17:00:00"	"afternoon"	"Winter"	"9T"	346545.8028	1.802	1.621	0.181	0.2505	1.59	0.077	13.17866667	37.90333333	1.353916667	0.686666667	28.6126667	0
